ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,TrafficLevel,VehicleTypeWeight,Hour,Minute,Month,Date,OccRatio,BasePrice,Alpha,Beta,Gamma,Delta,Epsilon,Price_alpha,Price_beta,Price_gamma,Price_delta,Price_epsilon,PredictedPrice
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,2016-10-10,10:03:00,1,0.3,10,3,10,10,0.15944540727902945,2,3.0,0.09,0.05,0.3,0.06,0.96,0.36,-0.1,0.0,0.04,3.25
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,2016-10-10,10:30:00,2,0.3,10,30,10,10,0.19584055459272098,2,2.5,0.13,0.1,0.3,0.06,0.98,1.04,-0.4,0.0,0.04,3.66
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,2016-10-10,10:57:00,2,1.0,10,57,10,10,0.24956672443674177,5,2.5,0.11,0.1,0.3,0.2,3.12,1.65,-1.0,0.0,1.0,9.77
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,2016-10-10,11:30:00,2,1.0,11,30,10,10,0.2582322357019064,5,1.5,0.13,0.1,0.3,0.2,1.94,2.6,-1.0,0.0,1.0,9.54
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,2016-10-10,11:57:00,2,1.0,11,57,10,10,0.2755632582322357,5,1.5,0.13,0.1,0.3,0.2,2.07,2.6,-1.0,0.0,1.0,9.67
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,2016-10-10,12:30:00,3,1.0,12,30,10,10,0.29636048526863085,5,1.2,0.17,0.15,0.3,0.2,1.78,5.1,-2.25,0.0,1.0,10.63
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,2016-10-10,13:04:00,2,1.5,13,4,10,10,0.3050259965337955,10,1.5,0.15,0.1,0.3,0.3,4.58,7.5,-2.0,0.0,4.5,24.58
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,2016-10-10,13:30:00,3,1.0,13,30,10,10,0.29809358752166376,5,1.2,0.17,0.15,0.3,0.2,1.79,5.1,-2.25,0.0,1.0,10.64
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,2016-10-10,14:03:00,3,1.0,14,3,10,10,0.27902946273830154,5,1.2,0.15,0.15,0.3,0.2,1.67,3.75,-2.25,0.0,1.0,9.17
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,2016-10-10,14:30:00,2,1.0,14,30,10,10,0.2668977469670711,5,1.5,0.11,0.1,0.3,0.2,2.0,1.65,-1.0,0.0,1.0,8.65
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,2016-10-10,14:57:00,2,1.0,14,57,10,10,0.23743500866551126,5,1.5,0.13,0.1,0.3,0.2,1.78,2.6,-1.0,0.0,1.0,9.38
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,2016-10-10,15:30:00,1,0.5,15,30,10,10,0.22357019064124783,3,1.8,0.07,0.05,0.3,0.1,1.21,0.21,-0.15,0.0,0.15,4.42
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,2016-10-10,15:57:00,2,1.0,15,57,10,10,0.22530329289428075,5,1.5,0.11,0.1,0.3,0.2,1.69,1.65,-1.0,0.0,1.0,8.34
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,2016-10-10,16:30:00,1,1.5,16,30,10,10,0.1975736568457539,10,1.8,0.09,0.05,0.3,0.3,3.56,1.8,-0.5,0.0,4.5,19.36
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,2016-10-11,08:04:00,2,0.5,8,4,10,11,0.09705372616984402,3,2.5,0.07,0.1,0.3,0.1,0.73,0.21,-0.6,0.0,0.15,3.49
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,2016-10-11,08:30:00,1,1.0,8,30,10,11,0.11091854419410745,5,3.0,0.07,0.05,0.3,0.2,1.66,0.35,-0.25,0.0,1.0,7.76
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,2016-10-11,08:57:00,1,1.5,8,57,10,11,0.12824956672443674,10,3.0,0.07,0.05,0.3,0.3,3.85,0.7,-0.5,0.0,4.5,18.55
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,2016-10-11,09:30:00,1,0.5,9,30,10,11,0.1611785095320624,3,3.0,0.09,0.05,0.3,0.1,1.45,0.54,-0.15,0.0,0.15,4.99
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,2016-10-11,09:57:00,2,0.5,9,57,10,11,0.22357019064124783,3,2.5,0.09,0.1,0.3,0.1,1.68,0.54,-0.6,0.0,0.15,4.77
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,2016-10-11,10:30:00,2,1.0,10,30,10,11,0.28942807625649913,5,2.5,0.11,0.1,0.3,0.2,3.62,1.65,-1.0,0.0,1.0,10.27
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,2016-10-11,10:57:00,2,1.0,10,57,10,11,0.3466204506065858,5,2.5,0.11,0.1,0.3,0.2,4.33,1.65,-1.0,0.0,1.0,10.98
133,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,average,5,0,2016-10-11,11:30:00,2,1.0,11,30,10,11,0.37954939341421146,5,1.5,0.15,0.1,0.3,0.2,2.85,3.75,-1.0,0.0,1.0,11.6
134,BHMBCCMKT01,577,26.14453614,91.73617216,225,car,high,7,0,2016-10-11,12:03:00,3,1.0,12,3,10,11,0.389948006932409,5,1.2,0.19,0.15,0.3,0.2,2.34,6.65,-2.25,0.0,1.0,12.74
135,BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,high,8,0,2016-10-11,12:30:00,3,0.3,12,30,10,11,0.3830155979202773,2,1.2,0.21,0.15,0.3,0.06,0.92,3.36,-0.9,0.0,0.04,5.42
136,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,2016-10-11,13:04:00,3,0.3,13,4,10,11,0.37608318890814557,2,1.2,0.17,0.15,0.3,0.06,0.9,2.04,-0.9,0.0,0.04,4.08
137,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,2016-10-11,13:31:00,3,0.3,13,31,10,11,0.37608318890814557,2,1.2,0.17,0.15,0.3,0.06,0.9,2.04,-0.9,0.0,0.04,4.08
138,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,average,4,0,2016-10-11,14:04:00,2,0.5,14,4,10,11,0.36048526863084923,3,1.5,0.13,0.1,0.3,0.1,1.62,1.56,-0.6,0.0,0.15,5.73
139,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,average,3,0,2016-10-11,14:30:00,2,1.0,14,30,10,11,0.3310225303292894,5,1.5,0.11,0.1,0.3,0.2,2.48,1.65,-1.0,0.0,1.0,9.13
140,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,low,2,0,2016-10-11,15:03:00,1,0.5,15,3,10,11,0.28942807625649913,3,1.8,0.09,0.05,0.3,0.1,1.56,0.54,-0.15,0.0,0.15,5.1
141,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,low,2,0,2016-10-11,15:33:00,1,1.0,15,33,10,11,0.2755632582322357,5,1.8,0.09,0.05,0.3,0.2,2.48,0.9,-0.25,0.0,1.0,9.13
142,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,1,0,2016-10-11,16:01:00,1,0.5,16,1,10,11,0.25996533795493937,3,1.8,0.07,0.05,0.3,0.1,1.4,0.21,-0.15,0.0,0.15,4.61
143,BHMBCCMKT01,577,26.14453614,91.73617216,127,car,low,2,0,2016-10-11,16:26:00,1,1.0,16,26,10,11,0.22010398613518198,5,1.8,0.09,0.05,0.3,0.2,1.98,0.9,-0.25,0.0,1.0,8.63
144,BHMBCCMKT01,577,26.14453614,91.73617216,51,bike,low,1,0,2016-10-12,08:04:00,1,0.5,8,4,10,12,0.08838821490467938,3,3.0,0.07,0.05,0.3,0.1,0.8,0.21,-0.15,0.0,0.15,4.01
145,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,0,2016-10-12,08:31:00,1,1.0,8,31,10,12,0.09878682842287695,5,3.0,0.09,0.05,0.3,0.2,1.48,0.9,-0.25,0.0,1.0,8.13
146,BHMBCCMKT01,577,26.14453614,91.73617216,64,bike,low,1,0,2016-10-12,09:03:00,1,0.5,9,3,10,12,0.11091854419410745,3,3.0,0.07,0.05,0.3,0.1,1.0,0.21,-0.15,0.0,0.15,4.21
147,BHMBCCMKT01,577,26.14453614,91.73617216,73,car,low,1,0,2016-10-12,09:26:00,1,1.0,9,26,10,12,0.1265164644714038,5,3.0,0.07,0.05,0.3,0.2,1.9,0.35,-0.25,0.0,1.0,8.0
148,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,average,3,0,2016-10-12,10:01:00,2,1.0,10,1,10,12,0.17157712305025996,5,2.5,0.11,0.1,0.3,0.2,2.14,1.65,-1.0,0.0,1.0,8.79
149,BHMBCCMKT01,577,26.14453614,91.73617216,112,bike,average,3,0,2016-10-12,10:31:00,2,0.5,10,31,10,12,0.19410745233968804,3,2.5,0.11,0.1,0.3,0.1,1.46,0.99,-0.6,0.0,0.15,5.0
150,BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,average,4,0,2016-10-12,11:04:00,2,0.5,11,4,10,12,0.22010398613518198,3,1.5,0.13,0.1,0.3,0.1,0.99,1.56,-0.6,0.0,0.15,5.1
151,BHMBCCMKT01,577,26.14453614,91.73617216,128,car,average,4,0,2016-10-12,11:31:00,2,1.0,11,31,10,12,0.2218370883882149,5,1.5,0.13,0.1,0.3,0.2,1.66,2.6,-1.0,0.0,1.0,9.26
152,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,high,6,0,2016-10-12,12:04:00,3,1.0,12,4,10,12,0.24783362218370883,5,1.2,0.17,0.15,0.3,0.2,1.49,5.1,-2.25,0.0,1.0,10.34
153,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,average,5,0,2016-10-12,12:31:00,2,1.0,12,31,10,12,0.2738301559792028,5,1.5,0.15,0.1,0.3,0.2,2.05,3.75,-1.0,0.0,1.0,10.8
154,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,high,6,0,2016-10-12,13:04:00,3,0.5,13,4,10,12,0.2720970537261698,3,1.2,0.17,0.15,0.3,0.1,0.98,3.06,-1.35,0.0,0.15,5.84
155,BHMBCCMKT01,577,26.14453614,91.73617216,164,car,high,6,0,2016-10-12,13:34:00,3,1.0,13,34,10,12,0.28422876949740034,5,1.2,0.17,0.15,0.3,0.2,1.71,5.1,-2.25,0.0,1.0,10.56
156,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,high,5,0,2016-10-12,14:03:00,3,0.5,14,3,10,12,0.28942807625649913,3,1.2,0.15,0.15,0.3,0.1,1.04,2.25,-1.35,0.0,0.15,5.09
157,BHMBCCMKT01,577,26.14453614,91.73617216,159,bike,average,4,0,2016-10-12,14:34:00,2,0.5,14,34,10,12,0.2755632582322357,3,1.5,0.13,0.1,0.3,0.1,1.24,1.56,-0.6,0.0,0.15,5.35
158,BHMBCCMKT01,577,26.14453614,91.73617216,140,car,low,2,0,2016-10-12,15:01:00,1,1.0,15,1,10,12,0.24263431542461006,5,1.8,0.09,0.05,0.3,0.2,2.18,0.9,-0.25,0.0,1.0,8.83
159,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,low,2,0,2016-10-12,15:30:00,1,1.5,15,30,10,12,0.2218370883882149,10,1.8,0.09,0.05,0.3,0.3,3.99,1.8,-0.5,0.0,4.5,19.79
160,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,2016-10-12,15:57:00,1,1.0,15,57,10,12,0.2097053726169844,5,1.8,0.09,0.05,0.3,0.2,1.89,0.9,-0.25,0.0,1.0,8.54
161,BHMBCCMKT01,577,26.14453614,91.73617216,111,cycle,average,2,0,2016-10-12,16:31:00,2,0.3,16,31,10,12,0.1923743500866551,2,1.5,0.09,0.1,0.3,0.06,0.58,0.36,-0.4,0.0,0.04,2.57
162,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,2016-10-13,07:57:00,1,1.0,7,57,10,13,0.10051993067590988,5,3.0,0.09,0.05,0.3,0.2,1.51,0.9,-0.25,0.0,1.0,8.16
163,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,2016-10-13,08:31:00,1,1.0,8,31,10,13,0.11265164644714037,5,3.0,0.07,0.05,0.3,0.2,1.69,0.35,-0.25,0.0,1.0,7.79
164,BHMBCCMKT01,577,26.14453614,91.73617216,76,car,low,2,0,2016-10-13,09:04:00,1,1.0,9,4,10,13,0.1317157712305026,5,3.0,0.09,0.05,0.3,0.2,1.98,0.9,-0.25,0.0,1.0,8.63
165,BHMBCCMKT01,577,26.14453614,91.73617216,97,cycle,low,2,0,2016-10-13,09:31:00,1,0.3,9,31,10,13,0.1681109185441941,2,3.0,0.09,0.05,0.3,0.06,1.01,0.36,-0.1,0.0,0.04,3.3
166,BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,low,2,0,2016-10-13,09:57:00,1,0.5,9,57,10,13,0.22010398613518198,3,3.0,0.09,0.05,0.3,0.1,1.98,0.54,-0.15,0.0,0.15,5.52
167,BHMBCCMKT01,577,26.14453614,91.73617216,166,car,average,4,0,2016-10-13,10:31:00,2,1.0,10,31,10,13,0.2876949740034662,5,2.5,0.13,0.1,0.3,0.2,3.6,2.6,-1.0,0.0,1.0,11.2
168,BHMBCCMKT01,577,26.14453614,91.73617216,200,truck,average,4,0,2016-10-13,11:04:00,2,1.5,11,4,10,13,0.3466204506065858,10,1.5,0.13,0.1,0.3,0.3,5.2,5.2,-2.0,0.0,4.5,22.9
169,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,4,0,2016-10-13,11:31:00,2,1.0,11,31,10,13,0.38128249566724437,5,1.5,0.13,0.1,0.3,0.2,2.86,2.6,-1.0,0.0,1.0,10.46
170,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,average,4,0,2016-10-13,11:57:00,2,1.0,11,57,10,13,0.3986135181975737,5,1.5,0.13,0.1,0.3,0.2,2.99,2.6,-1.0,0.0,1.0,10.59
171,BHMBCCMKT01,577,26.14453614,91.73617216,231,cycle,high,7,0,2016-10-13,12:31:00,3,0.3,12,31,10,13,0.4003466204506066,2,1.2,0.19,0.15,0.3,0.06,0.96,2.66,-0.9,0.0,0.04,4.76
172,BHMBCCMKT01,577,26.14453614,91.73617216,214,car,high,6,0,2016-10-13,13:04:00,3,1.0,13,4,10,13,0.3708838821490468,5,1.2,0.17,0.15,0.3,0.2,2.23,5.1,-2.25,0.0,1.0,11.08
173,BHMBCCMKT01,577,26.14453614,91.73617216,203,cycle,high,6,0,2016-10-13,13:31:00,3,0.3,13,31,10,13,0.35181975736568455,2,1.2,0.17,0.15,0.3,0.06,0.84,2.04,-0.9,0.0,0.04,4.02
174,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,2016-10-13,13:57:00,2,1.0,13,57,10,13,0.35528596187175043,5,1.5,0.15,0.1,0.3,0.2,2.66,3.75,-1.0,0.0,1.0,11.41
175,BHMBCCMKT01,577,26.14453614,91.73617216,181,truck,average,4,0,2016-10-13,14:31:00,2,1.5,14,31,10,13,0.31369150779896016,10,1.5,0.13,0.1,0.3,0.3,4.71,5.2,-2.0,0.0,4.5,22.41
176,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,low,2,0,2016-10-13,15:04:00,1,1.0,15,4,10,13,0.2807625649913345,5,1.8,0.09,0.05,0.3,0.2,2.53,0.9,-0.25,0.0,1.0,9.18
177,BHMBCCMKT01,577,26.14453614,91.73617216,144,cycle,low,2,0,2016-10-13,15:31:00,1,0.3,15,31,10,13,0.24956672443674177,2,1.8,0.09,0.05,0.3,0.06,0.9,0.36,-0.1,0.0,0.04,3.19
178,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,2016-10-13,16:04:00,1,1.0,16,4,10,13,0.22876949740034663,5,1.8,0.09,0.05,0.3,0.2,2.06,0.9,-0.25,0.0,1.0,8.71
179,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,low,2,0,2016-10-13,16:31:00,1,1.0,16,31,10,13,0.22530329289428075,5,1.8,0.09,0.05,0.3,0.2,2.03,0.9,-0.25,0.0,1.0,8.68
180,BHMBCCMKT01,577,26.14453614,91.73617216,53,car,low,1,0,2016-10-14,08:01:00,1,1.0,8,1,10,14,0.09185441941074524,5,3.0,0.07,0.05,0.3,0.2,1.38,0.35,-0.25,0.0,1.0,7.48
181,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,1,0,2016-10-14,08:27:00,1,1.0,8,27,10,14,0.09878682842287695,5,3.0,0.07,0.05,0.3,0.2,1.48,0.35,-0.25,0.0,1.0,7.58
182,BHMBCCMKT01,577,26.14453614,91.73617216,67,car,average,2,0,2016-10-14,09:01:00,2,1.0,9,1,10,14,0.11611785095320624,5,2.5,0.09,0.1,0.3,0.2,1.45,0.9,-1.0,0.0,1.0,7.35
183,BHMBCCMKT01,577,26.14453614,91.73617216,100,car,low,2,0,2016-10-14,09:27:00,1,1.0,9,27,10,14,0.1733102253032929,5,3.0,0.09,0.05,0.3,0.2,2.6,0.9,-0.25,0.0,1.0,9.25
184,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,2016-10-14,10:01:00,1,1.0,10,1,10,14,0.2322357019064125,5,3.0,0.09,0.05,0.3,0.2,3.48,0.9,-0.25,0.0,1.0,10.13
185,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,low,3,0,2016-10-14,10:27:00,1,1.0,10,27,10,14,0.2720970537261698,5,3.0,0.11,0.05,0.3,0.2,4.08,1.65,-0.25,0.0,1.0,11.48
186,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,2016-10-14,11:01:00,2,1.0,11,1,10,14,0.35528596187175043,5,1.5,0.15,0.1,0.3,0.2,2.66,3.75,-1.0,0.0,1.0,11.41
187,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,5,0,2016-10-14,11:27:00,2,1.0,11,27,10,14,0.38128249566724437,5,1.5,0.15,0.1,0.3,0.2,2.86,3.75,-1.0,0.0,1.0,11.61
188,BHMBCCMKT01,577,26.14453614,91.73617216,224,car,high,7,0,2016-10-14,12:01:00,3,1.0,12,1,10,14,0.3882149046793761,5,1.2,0.19,0.15,0.3,0.2,2.33,6.65,-2.25,0.0,1.0,12.73
189,BHMBCCMKT01,577,26.14453614,91.73617216,213,bike,average,5,0,2016-10-14,12:27:00,2,0.5,12,27,10,14,0.36915077989601386,3,1.5,0.15,0.1,0.3,0.1,1.66,2.25,-0.6,0.0,0.15,6.46
190,BHMBCCMKT01,577,26.14453614,91.73617216,205,truck,high,6,0,2016-10-14,13:01:00,3,1.5,13,1,10,14,0.35528596187175043,10,1.2,0.17,0.15,0.3,0.3,4.26,10.2,-4.5,0.0,4.5,24.46
191,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,2016-10-14,13:27:00,3,1.0,13,27,10,14,0.3483535528596187,5,1.2,0.19,0.15,0.3,0.2,2.09,6.65,-2.25,0.0,1.0,12.49
192,BHMBCCMKT01,577,26.14453614,91.73617216,182,bike,average,4,0,2016-10-14,14:01:00,2,0.5,14,1,10,14,0.31542461005199307,3,1.5,0.13,0.1,0.3,0.1,1.42,1.56,-0.6,0.0,0.15,5.53
193,BHMBCCMKT01,577,26.14453614,91.73617216,174,bike,average,3,0,2016-10-14,14:34:00,2,0.5,14,34,10,14,0.30155979202772965,3,1.5,0.11,0.1,0.3,0.1,1.36,0.99,-0.6,0.0,0.15,4.9
194,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,low,2,0,2016-10-14,15:01:00,1,1.0,15,1,10,14,0.29636048526863085,5,1.8,0.09,0.05,0.3,0.2,2.67,0.9,-0.25,0.0,1.0,9.32
195,BHMBCCMKT01,577,26.14453614,91.73617216,161,bike,low,2,0,2016-10-14,15:27:00,1,0.5,15,27,10,14,0.27902946273830154,3,1.8,0.09,0.05,0.3,0.1,1.51,0.54,-0.15,0.0,0.15,5.05
196,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,low,1,0,2016-10-14,16:01:00,1,1.0,16,1,10,14,0.2391681109185442,5,1.8,0.07,0.05,0.3,0.2,2.15,0.35,-0.25,0.0,1.0,8.25
197,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,2016-10-14,16:34:00,1,1.0,16,34,10,14,0.2322357019064125,5,1.8,0.09,0.05,0.3,0.2,2.09,0.9,-0.25,0.0,1.0,8.74
198,BHMBCCMKT01,577,26.14453614,91.73617216,53,bike,low,1,0,2016-10-15,08:01:00,1,0.5,8,1,10,15,0.09185441941074524,3,3.0,0.07,0.05,0.3,0.1,0.83,0.21,-0.15,0.0,0.15,4.04
199,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,2016-10-15,08:34:00,1,1.0,8,34,10,15,0.10918544194107452,5,3.0,0.07,0.05,0.3,0.2,1.64,0.35,-0.25,0.0,1.0,7.74
200,BHMBCCMKT01,577,26.14453614,91.73617216,77,car,low,2,0,2016-10-15,09:01:00,1,1.0,9,1,10,15,0.13344887348353554,5,3.0,0.09,0.05,0.3,0.2,2.0,0.9,-0.25,0.0,1.0,8.65
201,BHMBCCMKT01,577,26.14453614,91.73617216,101,car,low,2,0,2016-10-15,09:27:00,1,1.0,9,27,10,15,0.17504332755632582,5,3.0,0.09,0.05,0.3,0.2,2.63,0.9,-0.25,0.0,1.0,9.28
202,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,low,3,0,2016-10-15,10:01:00,1,1.0,10,1,10,15,0.2668977469670711,5,3.0,0.11,0.05,0.3,0.2,4.0,1.65,-0.25,0.0,1.0,11.4
203,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,low,3,0,2016-10-15,10:27:00,1,1.0,10,27,10,15,0.29636048526863085,5,3.0,0.11,0.05,0.3,0.2,4.45,1.65,-0.25,0.0,1.0,11.85
204,BHMBCCMKT01,577,26.14453614,91.73617216,211,car,average,4,0,2016-10-15,11:01:00,2,1.0,11,1,10,15,0.36568457538994803,5,1.5,0.13,0.1,0.3,0.2,2.74,2.6,-1.0,0.0,1.0,10.34
205,BHMBCCMKT01,577,26.14453614,91.73617216,239,car,average,4,0,2016-10-15,11:27:00,2,1.0,11,27,10,15,0.41421143847487,5,1.5,0.13,0.1,0.3,0.2,3.11,2.6,-1.0,0.0,1.0,10.71
206,BHMBCCMKT01,577,26.14453614,91.73617216,276,car,high,8,0,2016-10-15,12:01:00,3,1.0,12,1,10,15,0.4783362218370884,5,1.2,0.21,0.15,0.3,0.2,2.87,8.4,-2.25,0.0,1.0,15.02
207,BHMBCCMKT01,577,26.14453614,91.73617216,297,car,high,8,0,2016-10-15,12:27:00,3,1.0,12,27,10,15,0.5147313691507799,5,1.2,0.21,0.15,0.3,0.2,3.09,8.4,-2.25,0.0,1.0,15.24
208,BHMBCCMKT01,577,26.14453614,91.73617216,332,car,high,7,0,2016-10-15,13:01:00,3,1.0,13,1,10,15,0.5753899480069324,5,1.2,0.19,0.15,0.3,0.2,3.45,6.65,-2.25,0.0,1.0,13.85
209,BHMBCCMKT01,577,26.14453614,91.73617216,352,car,high,8,0,2016-10-15,13:34:00,3,1.0,13,34,10,15,0.610051993067591,5,1.2,0.21,0.15,0.3,0.2,3.66,8.4,-2.25,0.0,1.0,15.81
210,BHMBCCMKT01,577,26.14453614,91.73617216,391,car,high,6,0,2016-10-15,14:01:00,3,1.0,14,1,10,15,0.6776429809358753,5,1.2,0.17,0.15,0.3,0.2,4.07,5.1,-2.25,0.0,1.0,12.92
211,BHMBCCMKT01,577,26.14453614,91.73617216,409,car,average,4,0,2016-10-15,14:27:00,2,1.0,14,27,10,15,0.708838821490468,5,1.5,0.13,0.1,0.3,0.2,5.32,2.6,-1.0,0.0,1.0,12.92
212,BHMBCCMKT01,577,26.14453614,91.73617216,442,car,low,3,0,2016-10-15,15:01:00,1,1.0,15,1,10,15,0.7660311958405546,5,1.8,0.11,0.05,0.3,0.2,6.89,1.65,-0.25,0.0,1.0,14.29
213,BHMBCCMKT01,577,26.14453614,91.73617216,428,bike,low,3,0,2016-10-15,15:27:00,1,0.5,15,27,10,15,0.7417677642980935,3,1.8,0.11,0.05,0.3,0.1,4.01,0.99,-0.15,0.0,0.15,8.0
214,BHMBCCMKT01,577,26.14453614,91.73617216,412,car,low,2,0,2016-10-15,16:01:00,1,1.0,16,1,10,15,0.7140381282495667,5,1.8,0.09,0.05,0.3,0.2,6.43,0.9,-0.25,0.0,1.0,13.08
215,BHMBCCMKT01,577,26.14453614,91.73617216,393,bike,low,2,0,2016-10-15,16:27:00,1,0.5,16,27,10,15,0.6811091854419411,3,1.8,0.09,0.05,0.3,0.1,3.68,0.54,-0.15,0.0,0.15,7.22
216,BHMBCCMKT01,577,26.14453614,91.73617216,48,car,low,2,1,2016-10-16,08:04:00,1,1.0,8,4,10,16,0.0831889081455806,5,4.2,0.09,0.05,0.6,0.2,1.75,0.9,-0.25,3.0,1.0,11.4
217,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,low,2,1,2016-10-16,08:27:00,1,0.5,8,27,10,16,0.0831889081455806,3,4.2,0.09,0.05,0.6,0.1,1.05,0.54,-0.15,1.8,0.15,6.39
218,BHMBCCMKT01,577,26.14453614,91.73617216,55,car,low,2,1,2016-10-16,09:01:00,1,1.0,9,1,10,16,0.09532062391681109,5,4.2,0.09,0.05,0.6,0.2,2.0,0.9,-0.25,3.0,1.0,11.65
219,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,1,2016-10-16,09:27:00,1,1.0,9,27,10,16,0.09878682842287695,5,4.2,0.09,0.05,0.6,0.2,2.07,0.9,-0.25,3.0,1.0,11.72
220,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,4,1,2016-10-16,10:04:00,1,1.0,10,4,10,16,0.09878682842287695,5,4.2,0.13,0.05,0.6,0.2,2.07,2.6,-0.25,3.0,1.0,13.42
221,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,3,1,2016-10-16,10:34:00,2,0.5,10,34,10,16,0.09705372616984402,3,3.5,0.11,0.1,0.6,0.1,1.02,0.99,-0.6,1.8,0.15,6.36
222,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,5,1,2016-10-16,11:01:00,2,0.5,11,1,10,16,0.09705372616984402,3,3.5,0.15,0.1,0.6,0.1,1.02,2.25,-0.6,1.8,0.15,7.62
223,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,average,4,1,2016-10-16,11:27:00,2,1.5,11,27,10,16,0.09705372616984402,10,3.5,0.13,0.1,0.6,0.3,3.4,5.2,-2.0,6.0,4.5,27.1
224,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,high,8,1,2016-10-16,12:01:00,3,1.0,12,1,10,16,0.11265164644714037,5,2.8,0.21,0.15,0.6,0.2,1.58,8.4,-2.25,3.0,1.0,16.73
225,BHMBCCMKT01,577,26.14453614,91.73617216,105,bike,high,9,1,2016-10-16,12:27:00,3,0.5,12,27,10,16,0.18197573656845753,3,2.8,0.23,0.15,0.6,0.1,1.53,6.21,-1.35,1.8,0.15,11.34
